zip5,mean_age,median_home_value,standardized_income,household_count,homebuyers
1611,-0.47176453595954737,0.10712347400827203,-0.23901748245148913,398,3
1612,0.3342421513067671,0.5000827281199501,0.7121169068063459,826,3
1701,0.21257158300402332,1.035785471371538,0.7572884428803561,7403,52
1702,-0.8016964746732991,0.6848190296745506,-0.10331676183785823,7337,26
1718,-0.21299238246747104,0.5855162229682122,0.9657019421484593,182,0
1719,-0.2957300534420181,1.311343543540868,1.4690283837685512,1001,5
1720,0.01943313733829952,1.6952536100345414,1.8562913979992341,3916,23
1721,-0.21790632678634567,0.9765419291432836,0.9051887592690906,4294,37
1730,0.3536120790055057,2.2828093438040837,1.717207618237446,2751,13
1731,-2.727521877169661,,0.003271894633992799,513,4
1740,0.025545749442045386,1.5236810127971703,2.110084430393934,1061,2
1741,0.5526481371427203,2.7723635211374216,4.469840065839042,405,0
1742,0.7986605717800829,3.147737569133706,5.287524332864262,2585,9
1745,-0.37422558121121036,0.9528536759862787,0.6516597076523615,78,3
1746,0.22188455305583005,1.1512485235101309,1.2521914503110945,2643,9
1747,-0.03769691362683619,0.5576126520347189,0.4713730988063062,1383,6
1748,-0.28918084849730574,1.7874041221222947,2.598073226482983,3215,10
1749,0.10974615090780986,0.7585641814273543,0.30404697211351345,4613,20
1752,-0.29327517759326427,0.7144087277186392,0.2093394145954569,7871,52
1754,-0.23312692356220202,0.8128730527368282,0.3551104303885039,1914,7
1756,-0.02328815605166649,0.9859897392031955,0.9991048356195495,1332,9
1757,-0.0730592174349553,0.60975430018302,0.19489661137197,6021,27
1760,-0.19574796333173483,1.767688347782915,1.1760193828700916,7628,39
1770,0.20275560688584637,2.6851797530384873,7.653081708075267,663,0
1772,-0.016306594955349512,1.948580462800044,3.9553259503007236,1756,14
1773,1.530766175306379,3.6479216782512314,7.207856064287401,942,2
1775,0.4154640516978946,1.399407030132287,2.12522599802137,1302,5
1776,0.3253754038399288,2.4468630970510015,4.543087874975592,2369,8
1778,0.4177704738342927,2.3592898702444565,5.942840621228529,1998,7
1801,-0.09337954466939055,1.3464039909600949,0.25199592212489075,8021,53
1803,0.11837984239980327,1.672742896734664,0.6651770482539476,5344,45
1810,0.08631892908704347,1.9384957732065107,2.5326237863685557,5963,28
1821,-0.11534875205418046,1.0496502013624658,0.2724017520812951,4575,22
1824,0.2261242069390262,1.0834827083859329,0.9753941032837007,4535,17
1826,-0.14573758548620178,0.6258458176080494,0.08727245539383416,5658,33
1827,-0.073076980664727,1.3346881566617463,1.2067648821472552,431,2
1830,-0.072746105166558,0.5554500107406944,-0.10237889288489474,4928,24
1832,-0.45764763605563713,0.469677457723454,-0.1518460633516104,4953,20
1833,-0.07789438375531617,1.2456899691720626,0.92644512888782,1601,8
1834,0.4947789395576809,1.0557578302712256,0.520831509076487,1190,4
1835,-0.3687157452547714,0.5935482360792818,0.104333296598116,3248,27
1840,-0.6591080944181067,-0.39373416958006185,-0.8440506479149233,1171,4
1841,-1.1471073020961364,0.2562174310158044,-0.7920847988325403,8731,25
1843,-0.9595034117979064,0.4251325453071285,-0.5668414307725608,5576,32
1844,-0.12639140907487975,0.7015520085003498,-0.054997125576503554,10152,53
1845,0.10157008291233525,1.4890146059527023,1.3870736736084786,5081,29
1850,-1.046265511205349,0.2133998825144095,-0.4733230179638991,2833,10
1851,-1.181750527102837,0.45863057602876556,-0.42824304168812427,5324,42
1852,-0.6769489353106123,0.3573575664486338,-0.24689666135987023,6958,36
1854,-0.7278569683398037,0.3468101082731163,-0.38218562598431005,4535,28
1860,0.4518181357054572,0.8521946366040267,0.3470990449884549,1310,12
1862,-0.2824809059580318,1.0510293433741211,0.3646400192304904,1905,16
1863,0.36600570245711633,0.6494515971563839,0.3223533994828444,2090,13
1864,0.06101211033520906,1.5839554751338047,1.1680085263755289,3017,22
1867,0.355964376134948,1.7916790041717117,1.210735865271329,4639,31
1876,0.292016957663321,1.0225851121171219,0.3513615036311202,6017,44
1879,-0.25745962047428844,0.8605794534855198,0.5183581187697359,2295,23
1880,0.05566314056432724,1.4915483784857435,0.6058497667029971,5017,32
1886,-0.04769115001536326,1.5363086386580418,1.5402238481804258,3596,22
1887,-0.07837039037659317,1.4123416410920984,0.5364695817594463,3746,14
1890,0.25554542695057003,3.7574053937612186,3.532915384652821,3459,19
1901,0.42599870836718123,0.4257236061692666,-0.6293910421256519,504,1
1902,-0.5027177945249104,0.5978002087929569,-0.5597080292165112,7943,33
1904,-0.08785612100113915,0.8402634545497055,-0.03682208299324002,3633,26
1905,-0.6578872573160561,0.6984592481752089,-0.4734248012229433,4503,30
1906,0.24422667808921916,1.1204125576016892,0.09465985356303164,4916,22
1907,0.28904416947348444,1.5093397686228132,2.1477627540681428,2816,22
1908,1.078678636923242,1.9500512421546665,1.395414171981494,606,2
1913,0.20096368885283808,0.724818729879706,0.3057200817870478,3806,26
1915,0.15662859416672056,1.2807320891226959,0.5971411282679012,7692,43
1921,0.1502900472044417,2.16101873313361,3.225083310493915,978,9
1922,0.4597360218419633,1.4843731745314168,1.0442047843973103,628,6
1923,0.4845750811896544,1.2131816217544706,0.4833177086327552,5984,33
1929,0.5727030670860409,1.618356133683668,1.5194295056061533,742,2
1930,0.7167597098731585,1.186492245615292,0.26614020151991885,5312,22
1938,0.6526331310178365,1.4582702773872276,1.0458922579657879,2754,18
1940,0.5799023299441417,2.1688308166215586,1.8691319764196803,2259,19
1944,1.0157411725609822,2.856083397672198,4.311290735704761,940,1
1945,0.6605891843802417,2.2160790306554143,2.5363996806790956,3425,19
1949,0.27395796961563434,1.657961793314065,1.0993678104512608,1489,9
1950,0.6252394779023482,1.5974353282842706,1.1569791731358283,3481,21
1951,0.8976814799143834,1.548995828791842,1.7023560159868576,655,4
1952,0.5289819553748526,0.7863623694164353,-0.0014867949168970826,2011,12
1960,0.68932513012106,1.128151331215264,0.06355992870623953,11636,58
1965,0.337397581369446,,,12,0
1966,1.3111952528416257,1.6125967266781835,0.6253840247206622,1291,4
1969,0.12222657739207127,1.4098353597619473,0.7088057574517973,1154,8
1970,-0.21581515582028168,0.8761990385942684,-0.03602436393151427,8171,54
1982,0.179649821689764,1.7438168199399757,2.030364553304468,1035,2
1983,0.7509622919655072,1.9153985809116436,2.245995425176209,1147,3
1984,0.6486616417580926,1.958261948084522,3.148195573798798,620,6
1985,0.40614817193250724,1.7801143714892589,1.7727943626255596,650,4
2019,-0.09441609335526287,0.5307400012096058,0.21118586610876638,3376,13
2021,0.19478765499550196,1.4045891218770787,1.254267052151272,4670,36
2025,0.35236314449347644,2.9363164733070755,3.670420220779384,1322,12
2026,0.15634350718150827,1.3551049566748246,0.9008853110647954,4568,41
2030,0.15283370262253732,4.393015750182728,10.052813608138862,694,5
2032,-0.10102328015461819,1.3838011906249836,1.062368343718437,948,1
2035,-0.14917164724502802,1.0847106487816924,0.8241772738742908,3147,21
2038,-0.018373905889752927,1.035015717690614,0.9264750131522543,6328,63
2043,0.9768625105863111,2.735442835655962,3.785339504112615,4268,21
2045,0.7969034795942248,0.9539166691646975,0.283189864779198,1634,4
2048,-0.4444820119397655,1.0916292681757114,0.7814558508661238,4463,24
2050,0.3137105596970794,1.1424467567181373,0.7070143872112157,3870,10
2052,-0.03238678255237113,2.1093673447701833,2.927079736051373,2117,11
2053,0.007171770637364709,1.0811826110774578,0.8633339276525445,2357,9
2054,0.04848516119126662,0.923520562502498,0.524651581598347,1943,10
2056,-0.113318386066476,1.4497846594284707,1.5810883377748102,1914,12
2061,0.1758223857766922,1.927586347526273,2.7451238077347666,1869,9
2062,-0.08232851785055616,1.1932138447219314,0.4114610711301305,5676,41
2066,0.5089921398987042,1.6966052608433067,1.3998772703682678,2830,20
2067,0.07429296053342364,1.6051741018978454,1.8252677263422665,2888,14
2071,-0.5419029279776347,1.490796952273413,0.8930173204095516,99,2
2072,0.08750907341179626,0.802073591868151,0.09426286495862993,5201,32
2081,0.2122807179267542,1.3518060123280076,1.033202330480732,3555,14
2090,0.5661807909408436,2.4630141787489594,3.980784564329138,2733,6
2093,-0.03034488482031435,1.2004531948163353,1.0315449149423892,2127,8
2108,-0.9547436914414518,4.998784405866989,10.053258733032905,653,3
2109,-0.9941826507815645,3.1538039612381303,5.751396827963453,869,9
2110,-0.11241502912388802,5.1821461472770824,8.925408117183746,679,4
2111,-1.4520996374607462,3.625319327608387,3.5936608252708293,2101,14
2113,-2.5176247845649127,1.7868359705958983,0.39869458218293363,1037,2
2114,-1.887064774265496,2.2798494576262454,2.229975138145728,3975,27
2115,-1.5561729409549554,2.6588385988025838,1.11155281604332,3338,5
2116,-1.2548314248295072,4.64157746111394,8.790587612616156,3702,21
2118,-1.515767819480888,3.23930160222647,1.7887487978550656,5216,28
2119,-0.8382229647398917,1.15205951399539,-0.5933551557790968,5350,8
2120,-1.893155850820349,1.4517365348336708,-0.6289583100639247,2766,5
2121,-0.9257751573588734,0.8721807411051594,-0.7007288878945108,4294,8
2122,-0.9537307119482707,1.2866472796112245,-0.3637495708750267,3264,15
2124,-0.6382661880953703,1.381675204268146,-0.43147859952692796,8520,44
2125,-1.3095543129214866,1.4381833718088313,-0.4399523221972041,4678,20
2126,-0.448589917123412,0.9729680727675654,-0.538310080557287,4149,20
2127,-1.7534743195923277,2.3186028899670474,0.45678909966133396,7193,49
2128,-1.2529988036946593,1.3086035869861508,-0.493555749794286,6925,33
2129,-1.1044660305852436,2.702755795419584,1.3490724500668223,3909,41
2130,-0.9298594247629337,1.953139420612659,0.3506244899113682,6561,34
2131,-0.5483344569118848,1.5247485878427374,-0.08012339306824556,6520,33
2132,0.12679962336113795,1.7820479194258654,0.5586216728223702,5719,33
2134,-2.7730435600938703,1.705878959951581,-0.3823248591878483,3805,15
2135,-1.9686634205696083,1.3397602835949773,-0.1650379403053721,9500,43
2136,-0.41697485038328747,1.072454154159838,-0.2987704992949739,6949,20
2138,-1.1404160117622855,3.4612014282213925,2.8738756286606066,6720,21
2139,-1.7333837114520436,2.763213532442153,0.5231623717489131,8156,35
2140,-1.1654605419501016,2.8059623529363225,0.8530624319174018,4870,30
2141,-1.9738660441044311,2.499966937300458,0.3751184232828424,3711,13
2142,-1.7670884173719477,4.328690917286946,2.920344614316322,1449,4
2143,-1.8107805095427545,2.441538967424611,0.04964458660329452,5615,24
2144,-1.6826949069378037,2.9595373760149477,0.33247207319306804,6189,48
2145,-1.5232346048800187,1.9545735450300947,-0.2676209670304502,5753,29
2148,-1.0764655542520338,1.1809527682329284,-0.26085746773666346,14116,87
2149,-0.8935698613120776,1.045082079815554,-0.4425403990934178,9251,41
2150,-1.1436808845138673,0.7598608498303392,-0.5337549614513943,6131,28
2151,-0.5162337455438634,0.9429430973443828,-0.32218757029679534,11513,58
2152,0.192304695940553,1.2062309292904132,0.1559166395145902,4083,17
2155,-0.651049649988613,1.8049939101048367,0.21143164812022722,14143,98
2163,-3.244812901357679,,0.7625948723526361,269,0
2169,-0.5943643323994469,1.0727336480558878,-0.006747836935475655,14335,91
2170,-0.5996380203911689,1.4733766933753603,-0.11420921077618422,4195,34
2171,-0.4414735808330497,1.3148028532378775,0.1903049673539635,4710,43
2176,-0.032640263119713055,1.8863770343939512,0.7562596274631763,5935,42
2180,0.23255900639249819,1.5499488571587001,0.4211439502808724,4992,40
2184,-0.04493307216235208,1.3255335860993294,0.4888665017426595,7539,50
2186,0.36894593192108716,2.3289441641208892,1.9850182879648293,4954,24
2188,-0.17539280861853854,0.885875942011598,0.10637346717019285,3337,13
2189,-0.3424670575594679,0.7819866862897545,0.01092709274509445,3079,21
2190,-0.08292657786798412,0.948299300040812,0.2476627982731747,4360,29
2191,0.3622069197436775,0.7630406656312989,0.1379509693836101,1955,10
2199,-0.6271014086457178,15.459924786176593,8.24202762020153,379,1
2210,-2.0619561460974176,3.951644487781511,3.425013489236541,1611,22
2212,-1.9626296032065256,,,10,0
2215,-2.8260274542968933,1.9760991568930752,0.4549107783404875,4057,10
2301,-0.4826378146686891,0.4681104591587159,-0.4433257962526128,11058,39
2302,-0.41644939001414916,0.3810824745428256,-0.3866131787317734,6503,31
2322,-0.17452474984939106,0.6253601396903234,0.0450964726112753,764,4
2324,-0.049281270362954245,0.7978262010216242,0.36281293326637415,4432,27
2330,0.5871257897731618,0.6266338987575667,0.04120479561294165,2675,12
2332,0.5516223263133763,1.9423262141425368,2.6967271272469593,2532,19
2333,0.0948118297384556,0.7145370199987932,0.15772006880026546,2281,18
2338,-0.012689718747859291,0.6403932458040824,0.10260198449590328,1714,4
2339,0.40451689797754,1.4011298121800693,1.0709974158701054,2409,12
2341,0.14891459463007975,0.7182345867875172,0.2633754171779265,1742,7
2343,-0.11567242415865235,0.5838759145291005,-0.03527025097962809,1996,18
2346,0.11868570693387338,0.6156282538672135,0.035626789003658836,4918,28
2347,0.24193132767645562,0.8294594118138799,0.5152202867117842,2337,15
2351,-0.17791196533019166,0.7243651250320186,0.18755295773613645,3038,24
2356,0.03718872527436303,1.2536578361430553,1.3347502564379519,2391,16
2359,-0.00523392823501935,0.9495913865766487,0.46048147059185346,3735,30
2360,0.42798759143640747,0.7322734277300825,0.37185508011218943,13202,63
2364,0.19701617517988976,0.9444642772376373,0.4746195221554559,2788,12
2367,0.4019337989610277,0.8814132034090985,0.4601465624836906,645,5
2368,-0.2369982284928688,0.733588423601661,-0.14861616762397853,6191,15
2370,0.054183861065059506,0.5654430629912608,-0.0714672289295076,3958,16
2375,0.07716980528251505,0.8232647274293016,0.521541863996262,2326,19
2379,0.34970519988295656,0.6901110862309027,0.22076634866644526,1538,11
2382,-0.1780692336957547,0.6032159757623148,-0.008549284359525039,2999,14
2420,0.41536300906774914,3.636861050955098,4.143692500269728,2589,7
2421,0.5291210427477374,3.9596077728853554,4.124652035286412,2976,22
2445,-0.4719861898232853,3.8757825134061665,4.466850630671011,3407,14
