driver_id,avg_distance,avg_duration,avg_prime_time,avg_trip_revenue,onboarding_cohort,total_week_day_rides,total_week_end_rides,weighted_weekday_rides,weighted_weekend,early_morning_prop,mid_day_prop,early_evening_prop,party_time_prop,late_night_prop,observed_churn
14183e69946d782c92eb53b3c6eeb86f,3.0517869392746353,14.65208333333333,0.3229166666666667,13.001483969969543,0,18.0,6.0,3.6,3.0,0.0,0.0,0.0,1.0,0.0,True
148fb453d12992652b56d8bc2cfb1b78,3.2496642024370774,11.45862068965517,0.12931034482758622,11.10129934518618,2,15.0,14.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,True
156a150f1dbafbb01a786a5f45bdd7b6,3.3152836299646427,11.756060606060606,0.11931818181818182,10.861319372252407,1,31.0,13.0,6.2,6.5,0.0,0.0,0.0,1.0,0.0,True
162441a5f1b85a5c3780686296c3bc75,6.646049873616132,16.222764227642273,0.11585365853658537,16.483626435519003,3,30.0,11.0,6.0,5.5,0.0,0.0,0.0,1.0,0.0,True
163b1ac215580e695280d8f94c687ef4,4.937750078005982,12.12205128205128,0.06538461538461539,13.05707949008559,3,31.0,34.0,6.2,17.0,0.0,0.0,0.0,1.0,0.0,True
1674103b16c39ab56a76884b7c2ca83e,4.076214662120345,13.899808429118766,0.1257183908045977,12.661664826286614,3,252.0,96.0,50.4,48.0,0.0,0.0,0.0,1.0,0.0,True
16cd1e08be52741e1516cade45ae7754,6.065387562862393,14.5568306010929,0.0942622950819672,15.676188635377592,5,55.0,6.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,True
173a168d2b8830525f59be85a35f0000,2.9743894341257575,12.703070175438599,0.02631578947368421,10.237319443528735,0,38.0,,7.6,,0.0,0.0,0.0,1.0,0.0,True
179ef343f855d34fa0262c720cdb9a52,3.900968344865983,11.857142857142858,0.20238095238095238,12.745817684721224,6,11.0,10.0,2.2,5.0,0.0,0.0,0.0,1.0,0.0,True
1805f90c5220ac830835df3309a76e78,4.977418363245134,16.563063063063062,0.14189189189189189,14.763959913832942,1,34.0,3.0,6.8,1.5,0.0,0.0,0.0,1.0,0.0,True
181396b71a4723deaa02c3dd3ffa9041,4.9934654764324495,14.955555555555557,0.1527777777777778,14.234733027959306,1,29.0,25.0,5.8,12.5,0.0,0.0,0.0,1.0,0.0,True
19029e596b5c3e45cc6b3cca0640fa58,7.298418900288978,15.77222222222222,0.20555555555555555,18.050731777696033,5,21.0,24.0,4.2,12.0,0.0,0.0,0.0,1.0,0.0,True
1936720ce0900cbff6d9114328c84bee,5.390036609278736,11.969871794871791,0.08653846153846154,13.404638147449663,1,23.0,3.0,4.6,1.5,0.0,0.0,0.0,1.0,0.0,True
1aee4c95edf898beee1a8b49a1f898b0,7.199238996344682,16.074710648148148,0.0998263888888889,16.7558006737269,1,203.0,85.0,40.6,42.5,0.0,0.0,0.0,1.0,0.0,True
1b51afba3b72e0259db160170f824f95,4.10759635293865,13.610821484992101,0.14454976303317535,12.615031277034058,1,160.0,51.0,32.0,25.5,0.0,0.0,0.0,1.0,0.0,True
1c44fab20b7f0804c11d88dc0554edf4,4.182752602848147,13.06422764227642,0.1951219512195122,12.830023230977439,6,39.0,2.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,True
1c95fcac4de21d077072da1ea1705eb5,3.3898790323768453,13.364197530864196,0.1111111111111111,11.87371075217029,3,12.0,15.0,2.4,7.5,0.0,0.0,0.0,1.0,0.0,True
1cf95d6dd025d792340b623bcff18260,2.998014849095237,12.70736434108527,0.13372093023255813,11.321372022100237,2,29.0,14.0,5.8,7.0,0.0,0.0,0.0,1.0,0.0,True
1eb30783865c10a8abc395e1b73bd578,4.659773529729239,11.521428571428572,0.0625,12.455213640819755,1,15.0,13.0,3.0,6.5,0.0,0.0,0.0,1.0,0.0,True
1f8e4a81c9da3260c84f14483319a338,3.5880655833568316,12.493181818181819,0.14772727272727273,11.591456212141544,3,22.0,22.0,4.4,11.0,0.0,0.0,0.0,1.0,0.0,True
20f5672c1b6a59b9d5ec09a34ad90e9b,4.1385254557826725,14.562222222222223,0.06666666666666667,12.223979336839527,4,41.0,4.0,8.2,2.0,0.0,0.0,0.0,1.0,0.0,True
276f6a36e30c69076c4cab7970ade946,4.747571799737154,18.738888888888887,0.2916666666666667,17.02028032374268,6,32.0,10.0,6.4,5.0,0.0,0.0,0.0,1.0,0.0,True
281274ed70a896744065199c58462f3d,7.675811282940958,18.996874999999996,0.125,18.36087712369139,1,33.0,15.0,6.6,7.5,0.0,0.0,0.0,1.0,0.0,True
28e4da66781b209cd9a299365a0dcab0,3.6136186890780064,13.619753086419758,0.07407407407407407,11.45654360212286,3,20.0,7.0,4.0,3.5,0.0,0.0,0.0,1.0,0.0,True
2a4afd4ab156dd0a6a0dc48bdf5d8db7,4.869952335503517,15.786904761904761,0.16071428571428573,14.088195507876858,5,30.0,12.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,True
2b1f99b4f3360623da8fdcd39828122e,7.119079937537251,18.12685560053982,0.08704453441295547,16.87152774703625,2,179.0,68.0,35.8,34.0,0.0,0.0,0.0,1.0,0.0,True
2b4078909534095c15f578c588667bc9,4.211208429563799,13.038679245283017,0.1650943396226415,12.764447997046311,5,39.0,14.0,7.8,7.0,0.0,0.0,0.0,1.0,0.0,True
2ba51f9574a5c08327a718edada3e052,4.296657520082716,14.521666666666665,0.14375,12.957542349056506,4,28.0,12.0,5.6,6.0,0.0,0.0,0.0,1.0,0.0,True
2ba60fe37b426385154d69d8eff687e1,3.6293988230684016,12.665853658536587,0.10975609756097561,11.805097346799569,4,37.0,4.0,7.4,2.0,0.0,0.0,0.0,1.0,0.0,True
2c130ea88372d326fb1a0719227627e3,5.179678006026202,16.321627906976737,0.18372093023255814,15.194145495700454,3,143.0,72.0,28.6,36.0,0.0,0.0,0.0,1.0,0.0,True
2cc500616c927ce30d0bd1e87c699ef5,5.539140390706509,16.354901960784314,0.0661764705882353,14.267836665125662,1,31.0,3.0,6.2,1.5,0.0,0.0,0.0,1.0,0.0,True
2da7874cc42c3c94f157bd3fd78369b6,3.245238097614026,14.69965923172243,0.15288104089219332,12.031602496772024,0,350.0,188.0,70.0,94.0,0.0,0.0,0.0,1.0,0.0,True
2ebb15757eae00c4c491f569ca1a72a4,2.9959960302422086,14.015686274509804,0.0661764705882353,10.887610616426537,0,19.0,15.0,3.8,7.5,0.0,0.0,0.0,1.0,0.0,True
2f50e03ac03a920d1447b894643797f6,3.373482456205758,14.385416666666666,0.203125,12.657498750655549,1,26.0,6.0,5.2,3.0,0.0,0.0,0.0,1.0,0.0,True
314d2be0d3461375f9e9ecf56b2b04ee,5.0189672922378215,16.596258503401355,0.04591836734693878,13.601676697829568,4,37.0,12.0,7.4,6.0,0.0,0.0,0.0,1.0,0.0,True
31b451688ffc6f785c22bf74374507bc,4.4414855051378,13.126829268292678,0.18292682926829268,13.68534657563245,4,20.0,21.0,4.0,10.5,0.0,0.0,0.0,1.0,0.0,True
329870cd7580c9efbc6b62073f89b90d,3.7998574436402524,12.58425925925926,0.0787037037037037,11.511605505790625,3,32.0,22.0,6.4,11.0,0.0,0.0,0.0,1.0,0.0,True
32b84f6d92b60badb7a8a6c47088151d,5.787992992717402,13.582478632478633,0.0641025641025641,13.93027254468519,2,22.0,17.0,4.4,8.5,0.0,0.0,0.0,1.0,0.0,True
32d6b6b2ad34385519bd4492ce78eee4,2.5984671929723513,12.341954022988508,0.14655172413793102,10.772581359344187,0,22.0,7.0,4.4,3.5,0.0,0.0,0.0,1.0,0.0,True
336c8ec2eb47bc1453b85ee78849038e,3.511228614613974,14.303359683794463,0.21640316205533597,12.877880418572923,4,147.0,106.0,29.4,53.0,0.0,0.0,0.0,1.0,0.0,True
33b7762088cf5b82b8fe6fc291f93b6b,6.095725960391313,13.602666666666666,0.11,14.61217263600572,2,10.0,15.0,2.0,7.5,0.0,0.0,0.0,1.0,0.0,True
34699d5745d74c7076fd1ef051b795a9,5.301838601850908,16.16785714285714,0.21428571428571427,16.870022940580583,4,56.0,,11.2,,0.0,0.0,0.0,1.0,0.0,True
3474d70dfe09a1d9545f436cd3f3136a,2.428999168664523,12.563095238095238,0.20833333333333334,10.83841865600133,6,42.0,,8.4,,0.0,0.0,0.0,1.0,0.0,True
3575446a7484516f5593add3ddd37451,7.239543317664231,17.51487638533673,0.11381074168797954,17.320955896909872,1,309.0,82.0,61.8,41.0,0.0,0.0,0.0,1.0,0.0,True
367091701b7a57ef3e93c9fe2f6d3b3c,3.4885755822361038,12.053787878787876,0.10795454545454546,11.440711954797619,4,40.0,4.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,True
370e9f95700973dd95508e2f39b2bd29,4.208645196264343,13.238011695906431,0.08771929824561403,12.172931884330595,3,40.0,17.0,8.0,8.5,0.0,0.0,0.0,1.0,0.0,True
3777e15bb2eb838394a372e119d96462,3.847144743662528,14.648850574712647,0.15517241379310345,13.076132414543887,1,14.0,15.0,2.8,7.5,0.0,0.0,0.0,1.0,0.0,True
37ac4f9379c836b08c9a6e2315fd66af,2.997593485860755,13.789393939393939,0.5738636363636364,15.133286165441547,1,44.0,,8.8,,0.0,0.0,0.0,1.0,0.0,True
392f50e58bee8a34399972bf0cb175d3,3.336951261571922,13.653677342823249,0.3202846975088968,13.393770268314542,4,177.0,104.0,35.4,52.0,0.0,0.0,0.0,1.0,0.0,True
39eedffe18d7ec6c53741f9d46c7ab51,3.708550399003152,12.7750478927203,0.1968390804597701,12.552642362446703,3,248.0,100.0,49.6,50.0,0.0,0.0,0.0,1.0,0.0,True
3a1d9fb7a8cfd55ae38d1b4fb1520d1f,4.226365927176903,14.789720558882232,0.14820359281437126,13.390296903077054,5,271.0,63.0,54.2,31.5,0.0,0.0,0.0,1.0,0.0,True
3b2dca5cc3db92a05ea35056887108b6,4.073016468439698,13.254487179487182,0.07692307692307693,11.832280158011825,1,20.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,True
3b6ae24dc593e6609bf90a1b80630439,6.4516760255699905,21.10932203389831,0.07627118644067797,17.319933102040018,3,41.0,18.0,8.2,9.0,0.0,0.0,0.0,1.0,0.0,True
3babf7dbd39edd11603dcd53e50dc050,5.543790927649194,18.063333333333336,0.175,15.790552411748722,6,30.0,,6.0,,0.0,0.0,0.0,1.0,0.0,True
3e8d06b82eb75b584564ce66217b3514,5.025234398032785,16.674999999999986,0.2424812030075188,15.890215276236033,5,242.0,24.0,48.4,12.0,0.0,0.0,0.0,1.0,0.0,True
400daded5197f955191887cd567338ee,6.090488532265684,16.239215686274505,0.14705882352941177,16.12508969383506,2,50.0,18.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,True
417055c67f5510da99ac623b02b87847,4.3157097167923935,12.042307692307691,0.21794871794871795,14.038373114600477,4,35.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,True
419eef26d8db5ccac04bf5d87af8059a,3.7466224720161696,12.148992673992673,0.18956043956043955,12.355165964626464,4,139.0,43.0,27.8,21.5,0.0,0.0,0.0,1.0,0.0,True
42256e33936dfa69088f540a720edc97,4.673119695265364,15.289047619047617,0.25,14.326555697512244,3,,35.0,,17.5,0.0,0.0,0.0,1.0,0.0,True
432754fe9722d008cd7328f34852de61,7.064346625346533,13.952409638554212,0.08132530120481928,16.345524190025433,0,50.0,33.0,10.0,16.5,0.0,0.0,0.0,1.0,0.0,True
4343b3dc4ad77e98d38808b64003bee0,4.062819935231218,14.837290715372905,0.18835616438356165,13.425670902352637,3,154.0,65.0,30.8,32.5,0.0,0.0,0.0,1.0,0.0,True
44198b15df35d0827ebef271b6264727,3.4285180871255254,14.283333333333326,0.1978908188585608,12.697598321176539,2,318.0,85.0,63.6,42.5,0.0,0.0,0.0,1.0,0.0,True
44e9f61af64c2d25412a0f4532ada63c,3.103564015934178,10.452836879432624,0.10638297872340426,10.427727990027602,2,31.0,16.0,6.2,8.0,0.0,0.0,0.0,1.0,0.0,True
455ec8a8532948fe2c5e308af37216a1,4.234725951498102,13.801054852320677,0.20042194092827004,13.771750929917369,2,214.0,23.0,42.8,11.5,0.0,0.0,0.0,1.0,0.0,True
459af73e5a9d360ff51cf284c571f01b,3.5009606398631994,12.45648148148148,0.13194444444444445,11.505379270960367,5,25.0,11.0,5.0,5.5,0.0,0.0,0.0,1.0,0.0,True
45ebd51300bd4bcc529a11a855827db4,3.9165625687163423,13.848156862745096,0.14411764705882352,12.802772497175313,2,358.0,67.0,71.6,33.5,0.0,0.0,0.0,1.0,0.0,True
46b9dc30efea1755f8ada69668793bf5,5.409812942416289,13.614285714285714,0.30357142857142855,15.811437980497463,2,6.0,22.0,1.2,11.0,0.0,0.0,0.0,1.0,0.0,True
46e1da1c7fe0602747beb9fe6bbaf037,3.0290527561465286,11.643939393939396,0.12121212121212122,10.789227074792308,2,24.0,9.0,4.8,4.5,0.0,0.0,0.0,1.0,0.0,True
46fcd24790c5eae35fa517051024bfe7,4.152661210210225,12.82522371364653,0.15268456375838926,12.603812506538983,2,154.0,144.0,30.8,72.0,0.0,0.0,0.0,1.0,0.0,True
4742b3f8432af0165e291edc6b8c5e53,5.686345314790197,15.184013605442171,0.1326530612244898,15.420395483640844,4,30.0,19.0,6.0,9.5,0.0,0.0,0.0,1.0,0.0,True
490a37e876eb5d48f8e56e0d99461b04,5.500688479281,15.768666666666668,0.22,15.21116396032172,4,28.0,22.0,5.6,11.0,0.0,0.0,0.0,1.0,0.0,True
4952bdd8850792b72466848cb4930f10,3.6490639160693643,14.069897209985314,0.22026431718061673,13.10880938088086,3,171.0,56.0,34.2,28.0,0.0,0.0,0.0,1.0,0.0,True
4aa585f63fbe04dcded4019662cc47f8,3.3537770373400297,14.987698412698412,0.13690476190476192,12.365620031456766,2,23.0,19.0,4.6,9.5,0.0,0.0,0.0,1.0,0.0,True
4af6c062ca397fd6b7bd2fb2a91e5964,5.24697558709964,13.288993710691825,0.22641509433962265,14.413717980250054,6,36.0,17.0,7.2,8.5,0.0,0.0,0.0,1.0,0.0,True
4bcc817c8aba8c5569e370b238831e77,3.782769735853725,12.519753086419753,0.06481481481481481,11.403476508302624,6,4.0,23.0,0.8,11.5,0.0,0.0,0.0,1.0,0.0,True
4d10262d534bd366736dcabc8d37a3bb,4.798513235053859,14.274849578820694,0.18050541516245489,14.544842244962709,2,208.0,69.0,41.6,34.5,0.0,0.0,0.0,1.0,0.0,True
4d1e99b879de5fa11e3f5423416f0497,2.8721379405418856,14.720859872611477,0.2213375796178344,12.11742406238491,0,251.0,63.0,50.2,31.5,0.0,0.0,0.0,1.0,0.0,True
4dd633c46b8d78842b1e9dfb7f6a60e7,4.919762178620446,15.71538461538461,0.1282051282051282,14.55689019466062,1,14.0,25.0,2.8,12.5,0.0,0.0,0.0,1.0,0.0,True
4e428667c6bb84323046e5647dfdfff0,5.596690328481665,14.550370370370372,0.07222222222222222,14.023931689488942,4,25.0,20.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,True
514da6a81ecbe7cd98fc71045c66aae1,3.9059794028678962,13.77741935483871,0.07258064516129033,11.88842449858953,3,21.0,10.0,4.2,5.0,0.0,0.0,0.0,1.0,0.0,True
51b528390e8e7780595f6009b1f4cf72,3.3792521466303445,13.923888888888888,0.23958333333333334,12.57907388366523,5,81.0,159.0,16.2,79.5,0.0,0.0,0.0,1.0,0.0,True
52bc8ebc7db90d5b77453bf475677ebd,3.2281158883186016,14.650709219858152,0.2765957446808511,13.25049914758449,5,44.0,3.0,8.8,1.5,0.0,0.0,0.0,1.0,0.0,True
5420c76a41d255a40272c8f3c1f93c6a,7.092419555510106,15.277777777777779,0.04365079365079365,15.794017640471706,0,42.0,21.0,8.4,10.5,0.0,0.0,0.0,1.0,0.0,True
548a85a2fbb4986fd7a632566e8cb9c3,3.4020580016783626,12.76768707482993,0.0663265306122449,11.002956014122429,0,30.0,19.0,6.0,9.5,0.0,0.0,0.0,1.0,0.0,True
55d7b17732745057aff29fcd0ce13014,3.1895151235702417,16.137837837837836,0.20270270270270271,12.929117950426264,0,19.0,18.0,3.8,9.0,0.0,0.0,0.0,1.0,0.0,True
5718c878f7879770af94d41951431983,3.737834508011672,16.014957264957268,0.21153846153846154,13.8394907618355,3,28.0,11.0,5.6,5.5,0.0,0.0,0.0,1.0,0.0,True
579967d1572ee95c66ffa1ca4077b61a,4.965135552815998,18.410185185185185,0.04861111111111111,13.870911341446508,0,36.0,,7.2,,0.0,0.0,0.0,1.0,0.0,True
57c15602f0b088ce6b9e4f88edce149c,4.1895635610483755,13.251020408163269,0.1836734693877551,13.698208071241499,3,46.0,3.0,9.2,1.5,0.0,0.0,0.0,1.0,0.0,True
583740d998ccdf639276e797a6caa9df,3.5541316914348418,11.940170940170942,0.02564102564102564,10.656263971738381,4,31.0,8.0,6.2,4.0,0.0,0.0,0.0,1.0,0.0,True
58d8c3038cd500e773aff605e28ce8a7,5.598467450091466,12.95166666666667,0.22,15.87734338895848,4,38.0,12.0,7.6,6.0,0.0,0.0,0.0,1.0,0.0,True
5a22303ccd79309f5324acc7b0e751bf,3.013003020692489,13.419444444444444,0.125,11.099443788690714,2,41.0,7.0,8.2,3.5,0.0,0.0,0.0,1.0,0.0,True
5ae3c8ba3ae2b9230664674dadf8535a,3.8642520509680836,16.88313953488373,0.2655038759689923,14.330474288767943,5,150.0,108.0,30.0,54.0,0.0,0.0,0.0,1.0,0.0,True
5c00ecb439cd4e2377e9bb3de84b0e74,4.0902752922930095,15.822666666666667,0.08,12.916290244472279,0,49.0,1.0,9.8,0.5,0.0,0.0,0.0,1.0,0.0,True
5cf93f7d1d3a8f0cf395c84053c31b1b,4.931889728272602,15.30357142857143,0.125,14.853815290400489,3,18.0,10.0,3.6,5.0,0.0,0.0,0.0,1.0,0.0,True
5e5bfc73736d6aa15ac33ea01d47e5ee,3.841416931571237,12.924731182795698,0.1774193548387097,12.686023128077188,6,30.0,1.0,6.0,0.5,0.0,0.0,0.0,1.0,0.0,True
5efe1190183936849880ece11b1ece77,5.092334153375746,15.321769662921357,0.13412921348314608,14.594712868568067,1,291.0,65.0,58.2,32.5,0.0,0.0,0.0,1.0,0.0,True
5f34c8fc5bdd33f14bb71999b8286aef,4.098083322429271,13.999462365591397,0.11290322580645161,12.728570635392531,5,27.0,4.0,5.4,2.0,0.0,0.0,0.0,1.0,0.0,True
604097f005384ad20d982e7584f27c09,5.391174631063679,12.615454545454549,0.32727272727272727,16.762286958706607,5,18.0,37.0,3.6,18.5,0.0,0.0,0.0,1.0,0.0,True
619fb670865cb3e2583cc22fde1337f1,3.1026324919188353,12.939975124378112,0.23059701492537313,11.969897170987855,2,487.0,183.0,97.4,91.5,0.0,0.0,0.0,1.0,0.0,True
6241b9c147df1d0c7027321d4e1d53cf,3.6144274579313938,13.235209235209238,0.2597402597402597,12.965817680729396,5,161.0,70.0,32.2,35.0,0.0,0.0,0.0,1.0,0.0,True
647bd8b8b02c285db177096a351f8e2c,3.743395920763915,15.723039215686272,0.07352941176470588,12.661161124035631,2,34.0,,6.8,,0.0,0.0,0.0,1.0,0.0,True
64e245c2e3f5c7658bc062e9840c04dc,3.7713263774386068,15.059938434476694,0.23680738786279684,13.609233625055786,5,202.0,177.0,40.4,88.5,0.0,0.0,0.0,1.0,0.0,True
66f7bc876e24e26c5d71cb9a2a0e1222,4.496970385257787,16.807589743589748,0.1853846153846154,14.737328775168395,0,225.0,100.0,45.0,50.0,0.0,0.0,0.0,1.0,0.0,True
67771fd10458c38391b55774826e4c34,4.439775264368653,14.671584699453556,0.17008196721311475,13.644190700475889,4,290.0,76.0,58.0,38.0,0.0,0.0,0.0,1.0,0.0,True
685a660507aba9066865ebfd62c48451,4.646406651820039,14.868686868686869,0.19696969696969696,14.714643043489655,6,33.0,,6.6,,0.0,0.0,0.0,1.0,0.0,True
68b546b2f4102641d6774c1ce4f57457,3.377434871260928,15.17878787878788,0.10227272727272728,11.611733760294426,0,22.0,,4.4,,0.0,0.0,0.0,1.0,0.0,True
6a464f9c764040d89517cb5ed9257953,4.319593342322696,13.419379844961245,0.2,13.4952440180971,5,104.0,111.0,20.8,55.5,0.0,0.0,0.0,1.0,0.0,True
6b0ba48a13c721f5fb766339a42d25f2,3.4234525955810606,10.996704871060176,0.09598853868194843,10.924562148912816,0,244.0,105.0,48.8,52.5,0.0,0.0,0.0,1.0,0.0,True
6b941e22c8f9b2f159cce49fef9febff,4.276020686251118,13.909150326797386,0.07352941176470588,12.424209183417856,4,45.0,6.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,True
6bc4ee6df691c3bed34c69aa93964ee9,3.7656972813652003,14.097674418604647,0.12209302325581395,12.019757396802673,1,35.0,8.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,True
6c56118b534a5b446d1fd0eab7dc9b19,5.815339266143349,14.709322033898305,0.13559322033898305,14.624450396843457,2,37.0,22.0,7.4,11.0,0.0,0.0,0.0,1.0,0.0,True
6cb35e276085548f3f095a85aa63af7b,4.078636122189271,15.991071428571427,0.45535714285714285,16.301701104567183,6,27.0,1.0,5.4,0.5,0.0,0.0,0.0,1.0,0.0,True
6ccc2af7009dfea4572de788827ac5a1,4.262365847964019,18.536021505376347,0.1935483870967742,14.91086960754035,3,31.0,,6.2,,0.0,0.0,0.0,1.0,0.0,True
6cdff0516a17236168522e0a270f4671,5.36264765493655,14.019540229885056,0.1206896551724138,14.179220346281165,2,15.0,14.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,True
6db38fccb3ac1de3981b701eb5a15d84,5.969278564128884,15.40125786163522,0.02830188679245283,14.250737560336313,0,51.0,2.0,10.2,1.0,0.0,0.0,0.0,1.0,0.0,True
6df6c8f8d3c2a93314245a604c02bed1,5.478357952059969,16.985416666666666,0.265625,16.14143204125407,4,12.0,4.0,2.4,2.0,0.0,0.0,0.0,1.0,0.0,True
6eb2e0f41fc9f1fbb70e7751035fdf87,4.155819300996466,14.680000000000001,0.04285714285714286,12.05185357185465,0,35.0,,7.0,,0.0,0.0,0.0,1.0,0.0,True
6f660e81330d77df19d4e3fb14b18730,3.8490273620239606,14.989393939393938,0.13636363636363635,12.578913687474243,4,40.0,4.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,True
6f9156b8af78f1e7f4ce971b50cacf29,5.440429595706528,13.826136363636362,0.14772727272727273,14.232294463062987,3,11.0,33.0,2.2,16.5,0.0,0.0,0.0,1.0,0.0,True
7062cc9432dba19f5b474be707a73525,5.150624196435934,16.538149847094793,0.1720183486238532,14.845051813498623,3,316.0,120.0,63.2,60.0,0.0,0.0,0.0,1.0,0.0,True
706466935b9e1d04e4e116be7ce90ea9,3.840466412990242,12.791228070175437,0.07894736842105263,11.692693271688078,0,3.0,16.0,0.6,8.0,0.0,0.0,0.0,1.0,0.0,True
7473815d8eb56f765461525f1bf48c93,4.302849301257129,13.424999999999997,0.0,11.67704907779743,4,27.0,7.0,5.4,3.5,0.0,0.0,0.0,1.0,0.0,True
7481015e6b377191f3b1531bc74e6908,3.1777090709177327,12.272522522522522,0.12837837837837837,11.061947964898504,2,17.0,20.0,3.4,10.0,0.0,0.0,0.0,1.0,0.0,True
7553628edc729ab03cedd3ded8de8736,6.19526362594174,15.899425287356319,0.3448275862068966,17.35668499223157,5,20.0,9.0,4.0,4.5,0.0,0.0,0.0,1.0,0.0,True
